,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
797,ludovic houssais,4,il y a 4 mois ,08/2022,,,,,,25
798,Andrés Castillo,5,il y a 4 mois ,08/2022,(Traduit par Google) Fortement recommandé de venir avec les petits<br/>(Avis d'origine)<br/>Muy recomendable para venir con los peques,,,,,25
799,Cédric Riffaud,5,il y a 4 mois ,08/2022,Très correct,,,,,25
800,Natalia Kyriakidi,2,il y a 4 mois ,08/2022,"(Traduit par Google) Personnel terriblement désagréable. Il semble qu'ils n'aient aucune formation sur les relations publiques. Ils se moquaient des clients, étaient ironiques sans raison et vraiment antipathiques (pas tout le personnel, mais nous avons bien goûté à leur arrogance ignorante). Le petit déjeuner est de très mauvaise qualité. Tout fonctionne comme une production de masse. La taille de la chambre était correcte, le matelas était acceptable, les prises ne fonctionnaient pas.<br/>(Avis d'origine)<br/>Terribly rude staff. It seems that they have no training about PR. They were laughting at customers, being ironic with no reason and really unfriendly (not all the staff, but we took a good taste of their ignorant arrogance). The breakfast is of very low quality. Everything works like mass production. The room size was ok, matress was acceptable, sockets were not functioning.",,,,,25
801,Oceane,2,il y a 4 mois ,08/2022,"3 eme sejours et 3eme hotel pour moi et celui ci est bien le pire des 3.<br/>Des les départs on a le droit a la chambre qui est dans le bâtiment en travaux. Ensuite arrivée dans la chambre une seule prise électrique pour 4 personnes autant vous dire que c'est compliqué a la réception pas de solution (une rallonge aurait suffit). Ensuite première nuit premier pipi, toilettes bouché, excellent !! Problème résolu le lendemain mais ca fait déjà beaucoup. Les 2 étoiles sont pour le jacuzzi qui était tres plaisant contrairement à la piscine qui elle était à 17°c (selon le maître nageur) donc impossible de rentrer dedans.<br/>Plus jamais cet hotel pour nous", Famille ,1.0,4.0,3.0,25
802,Tatiana Gomez,5,il y a 4 mois ,08/2022,(Traduit par Google) Hôtel génial. Le cadre magnifique. Tout est décoré dans les moindres détails. Très propre. Calmes.<br/>Personnel très sympathique.<br/>(Avis d'origine)<br/>Hotel impresionante. El entorno precioso. Todo decorado al mínimo detalle. Muy limpio. Tranquilo.<br/>Personal muy amable.,,,,,25
803,Martin Pierre,2,il y a 4 mois ,08/2022,Chambre d'hôtel pas ouf pour le prix juste la piscine a la rigueur qui est intéressante déçu du petit dej aussi 89e pour 4( 2 enfants 2 adultes) le petit déj aurait pû être d'une autre  qualitée,,,,,25
804,Nelly-Rose Atangane,4,il y a 4 mois ,08/2022,,,,,,25
805,André Madureira e Souza Soalheiro de Moraes,5,il y a 4 mois ,08/2022,"(Traduit par Google) C'est un rêve! En plus d'avoir une excellente structure, il dispose d'un transport gratuit vers les parcs.<br/>Je recommande fortement<br/>(Avis d'origine)<br/>É um sonho! Alem de ter uma estrutura excelente, conta com transporte gratuito aos parques.<br/>Super recomendo",,,,,25
806,Marc Pearce,3,il y a 4 mois ,08/2022,"(Traduit par Google) L'hôtel était vraiment agréable et le personnel était adorable, la raison pour laquelle je ne lui donne que trois étoiles est parce que chaque prix d'une bouteille de coca à un repas est absolument dégoûtant, vous vous attendez à payer plus à Disney mais ils le poussent vraiment, d'autant plus que vous n'obtenez même plus de remplissage avec le buffet et qu'ils vous facturent 5 £ pour un coca.<br/>(Avis d'origine)<br/>Hotel was really nice and the staff were lovely, the reason I'm only giving it three stars is because every price from a bottle of coke to a meal is absolutely disgusting, you expect to pay more at Disney but they really are pushing it, especially given you don't even get a refill with the buffet any more and they charge you £5 for a coke.",,,,,25
807,Laurent Klein,5,il y a 4 mois ,08/2022,"Bel établissement, bon accueil avec Alessandra 👌 au top. Merci pour l expérience. Bravo.",,,,,25
808,Giacomo Bottinelli,4,il y a 4 mois ,08/2022,"(Traduit par Google) Il ressemble à l'hôtel Overlook. Savez-vous? Pour le montant qu'ils demandent, le service pourrait aller à quelque chose de plus. Ils ont également réussi à ne pas accepter une MasterCard qui fonctionnait dans tout le parc Disney et partout en Italie et dans le monde, me disant qu'elle ne faisait pas partie d'un circuit activé. J'ai essayé de suggérer de ne pas le glisser, mais de l'insérer dans le Pos. Ils ne m'ont pas écouté. Heureusement, la nuitée a été payée d'avance. Excellent petit déjeuner avec des options végétaliennes.<br/>(Avis d'origine)<br/>Sembra l'Overlook Hotel. Avete presente? Per la cifra che chiedono il servizio potrebbe spingersi a qualcosa in più. Sono riusciti anche a non accettare una MasterCard che ha funzionato in tutto il parco Disney e ovunque in Italia e nel mondo, dicendomi che non faceva parte di un circuito abilitato. Ho cercato di suggerire di non strisciarla, ma di inserirla nel Pos. Non mi hanno ascoltato. Fortunatamente il pernottamento era pagato in anticipo. Ottima la colazione con opzioni vegan.",,,,,25
809,ginny weasley,5,il y a 4 mois ,08/2022,"Hotel magnifique et personnel très accueillant, la chambre était très propre et les lits hyper confortables. je recommande à plus de 100% cet hôtel disney qui est juste magique. Merci pour le merveilleux séjour que nous avons passer.",,,,,25
810,יהונתן המלך,5,il y a 4 mois ,08/2022,"(Traduit par Google) Hautement recommandé, spacieux (très), grand et très bel hôtel. recommande fortement. Les chambres sont décorées dans un style bois de Bambi qui ajoute à l'atmosphère. L'hôtel est vraiment proche de Disneyland, avec une grande et belle cour et une très belle vue, les lits sont confortables, juste un hôtel parfait.<br/>(Avis d'origine)<br/>מומלץ מאוד, מלון מרווח (מאוד), גדול וממש יפה. ממליץ מאוד. החדרים מעוצבים בסגנון עץ-במבי שמוסיף לאווירה. המלון ממש קרוב לדיסנילנד, עם חצר גדולה ויפה ונוף ממש יפה המיטות נוחות, פשוט מלון מושלם.",,,,,25
811,CJ van der Werf,4,il y a 4 mois ,08/2022,,,,,,25
812,marco wenger,4,il y a 4 mois ,08/2022,,,,,,25
813,J Dejesus,2,il y a 4 mois ,08/2022,"(Traduit par Google) Comme un vieux Days Inn des années 90.<br/>Emplacement génial, à pied du parc, le bâtiment principal / la réception était agréable.<br/>Mais les autres bâtiments sont très vieux/datés. Notre bâtiment, Yellowstone Lodge, était en cours de rénovation, avait des échafaudages tout autour, ce n'était pas un gros problème. Mais le plus gros reproche est que la climatisation fonctionne à peine. l'intérieur de la chambre est daté, la moquette est vieille, seulement 2 prises de courant utilisables (aucune<br/>chevet). Siège de toilette vieux / taché, besoins<br/>être changé. compréhensible que c'est la haute saison estivale d'août mais je ne m'attendais pas à cette chambre de qualité pour environ 500 euros que nous avons payé la nuit. Aucune machine à café dans la chambre, des boissons chaudes gratuites à partir d'une machine à expresso, mais vous devez vous rendre au bâtiment suivant pour l'obtenir. Je ne peux pas recommander.<br/>(Avis d'origine)<br/>Like an old Days Inn from the 90s.<br/>Location great, walk to park, main building/reception was nice.<br/>But the other buildings are very old/dated. Our building, Yellowstone lodge, was under renovation, had scaffolding all around, not a big issue. But biggest complaint is the Air conditioning barely works.  room interior is dated, carpet old, only 2 usable power outlets (none<br/>bedside). Toilet seat old /stained, needs<br/>to be changed. understandable that it is August summer peak season but I did not expect this quality room for about  $500 Euros we paid a night. No coffee machines in room, gave free hot drinks from an espresso machine but you have to go to the next building to get it. Cannot recommend.", Vacances ,1.0,5.0,3.0,25
814,Juan José O.I.,4,il y a 4 mois ,08/2022,"(Traduit par Google) Très bon, un peu démodé. Très bon rapport qualité/prix. Les ""mais"" : 1 seule prise utilisable dans toute la pièce ; les 2 autres n'ont pas pu être utilisés car l'un d'eux a été annulé lorsque la lumière a été éteinte, et celui avec le sèche-cheveux n'a pas pu charger un téléphone portable de plus de 10W. Et les tapis, un matériau qui emprisonne la saleté et les maladies de la peau... mais c'est une coutume en dehors de l'Espagne<br/>(Avis d'origine)<br/>Muy bien, algo anticuado. Relación calidad /precio muy buena. Los ""peros"": 1 sólo enchufe usable en toda la habitación; los otros 2 no se podían usar pq uno de ellos al apagar la luz se anulaba, y el del secador de pelo no podías poner a cargar un móvil de más de 10W. Y las moquetas, un material atrapa suciedad y enfermedades de la piel... pero eso es una costumbre fuera de España",,,,,25
815,Victor Flores Luengo,5,il y a 4 mois ,08/2022,,,,,,25
816,Jérôme Duquesnoy,4,il y a 4 mois ,08/2022,Hôtel propre et confortable malgré la rénovation !<br/>Un grand merci à Lionel et Gianlucas qui ont fait passé a ma fille et par la même occasion à toute la famille un moment magnifique !!!<br/>MERCI !!!, Famille ,4.0,5.0,5.0,25
817,Pablo Reguera,4,il y a 5 mois ,08/2022,,,,,,25
818,Maria Jose Navarro,5,il y a 5 mois ,08/2022,"(Traduit par Google) Bon hôtel, rénové, piscine chauffée, tout le personnel très sympathique. Bon petit déjeuner et dîner. 10 minutes à pied du parc<br/>(Avis d'origine)<br/>Buen hotel, reformado, piscina climatizada, todo el personal muy amable. Buen desayuno y cena. A 10 minutos a pie del parque",,,,,25
819,Patrizia Ferreri,5,il y a 5 mois ,08/2022,"(Traduit par Google) Rien à envier à Disneyland personnellement ils m'ont donné l'impression d'y être, super service excellent et personnel super efficace que dire d'un Castelclub au Sequoia. Salutations à tout le personnel.<br/>(Avis d'origine)<br/>Nulla da invidiare al Disneyland personalmente mi hanno fatto sentire come se fossi lì,  servizio ottimo personale eccellente e super efficiente che dire un Castelclub al  Sequoia . Un saluto a tutto lo staff.",,,,,25
820,Lisa Royer,2,il y a 5 mois ,08/2022,"Nous sommes venus pour une nuit, quand nous sommes rentrés dans la chambre assez tard nous avons découvert que celle-ci avait à peine été nettoyée. En effet ni la moquette (il y avait une quantité énorme de poussière) et les toiles d’araignées n’ont été aspirées, la salle de bain a été à peine lavée, enfin il restait un masque usagé dans la poubelle de la chambre.<br/>Nous nous sommes plein à la réception qui nous a envoyé quelqu’un pour nettoyer la salle de bain à minuit, ce gentil monsieur ne pouvant pas nettoyer le sol (la partie la plus sale, surtout quand on marche pieds nus dans sa chambre …) a lavé la salle de bain.<br/>La propreté des chambres gâchent le séjour, cependant l’extérieur de l’hôtel est dans un joli cadre boisé. Le personnel est gentil dans l’ensemble mais à notre arrivée le samedi matin aucune indication précise ne nous avait été fournie pour récupérer les clefs de la chambre et les billets du parc.",,,,,25
821,יוסי שוקר,5,il y a 5 mois ,08/2022,,,,,,25
822,giuseppe gaudino,5,il y a 5 mois ,08/2022,(Traduit par Google) Chouette<br/>(Avis d'origine)<br/>Bello,,,,,25
823,Yisus Cabiedas,5,il y a 5 mois ,08/2022,"(Traduit par Google) Confortable, propre, agréable et proche du parc.<br/>(Avis d'origine)<br/>Acogedor, limpio, agradable y cercano al parque.",,,,,25
824,Ahessa Entreprises SARL,3,il y a 5 mois ,08/2022,,,,,,25
825,Christophe C.,5,il y a 5 mois ,08/2022,"Un sympathique bar, accueil chaleureux.<br/>Tarif un peu élevé mais c Disney.",,,,,25
826,Steve Love,5,il y a 5 mois ,08/2022,(Traduit par Google) Étonnante! J'y ai passé une nuit et les chambres étaient un peu démodées mais propres et bien rangées. Les chambres étaient préparées avant notre arrivée et le personnel était exceptionnel. Recommande fortement.<br/>(Avis d'origine)<br/>Amazing! Stayed one night and the rooms were a bit dated but clean and tidy. Rooms were prepped before our arrival and staff were outstanding. Highly recommend.,,,,,25
827,Héctor Mira,3,il y a 5 mois ,08/2022,"(Traduit par Google) Très cool et confortable. Très proche du parc et vous pouvez marcher.<br/>Tout est très cher, comme dans tout le parc.<br/>Et les toilettes, très anciennes.<br/>(Avis d'origine)<br/>Muy chulo y cómodo. Muy cerca del parque y se puede ir andando.<br/>Todo carísimo, como en todo el parque.<br/>Y el aseo, muy viejo.",,,,,25
828,Jose Santos,5,il y a 5 mois ,08/2022,,,,,,25
829,nours 1408,5,il y a 5 mois ,08/2022,"Il s agit de notre deuxième séjour dans cet hotel, la premiere fois etait pour les 25 ans du parc et cette fois pour les 30ans.<br/>Sejour 2j/1 nuit en chambre type golden forrest nous avons eu l agréable surprise à notre arrivé d'avoir finalement avoir eu le droit a la suite 7247.<br/>La suite est très spacieuse, dispose d'un balcon et correspond bien au style de l'hotel, le personnel toujours aussi sympathique et souriant, qu'il s'agisse des agents de sécurité a l'entrée,  du personnel d'accueil ou des restaurants.Qu'est que cala fait plaisir d'être reçu de cette manière.<br/>Les suppléments offerts avec le ""golden forrest"" ne sont pas negligeable, comme les bagages montés dans la chambre, le goûter avec boissons softs a disposition a volonté ainsi que des en cas sucré/salé,  le buffet du matin, l'accès a la piscine,....<br/>Encore une fois rien a redire et tout a été parfait", Famille ,5.0,5.0,5.0,25
830,Ilaria Badii,5,il y a 5 mois ,08/2022,"(Traduit par Google) Bien que nous n'ayons malheureusement utilisé aucun des services proposés (dès notre arrivée, enregistrement parfait - tout était pré-arrangé avec des billets Magic Pass prêts - et le numéro de chambre est arrivé par e-mail alors que nous étions déjà dans le parc) parce que nous étaient x 2 jours complets dans les 2 parcs, l'hôtel est correct. Mètres carrés gigantesques très bien organisés et à 5 minutes à pied de l'entrée des 2 parcs. Hautement recommandé<br/>(Avis d'origine)<br/>Per quanto non abbiamo purtroppo sfruttato nessuno dei servizi offerti (appena arrivati,  check in perfetto - era tutto pre organizzato con biglietti Magic Pass già pronti - ed il numero della stanza ci è arrivato per email mentre eravamo già nel parco) xche siamo stati x 2 giorni pieni nei 2 parchi,  l'hotel è ok. Gigantesco mq organizzato benissimo e a 5 minuti a piedi dall'ingresso dei 2 parchi. Consigliatissimo",,,,,25
831,Eva Hernández,4,il y a 5 mois ,08/2022,,,,,,25
832,Marianne Libout,4,il y a 5 mois ,08/2022,Très bel hôtel. Chambre au 7e étage calme et propre.Petit déjeuner et goûter très copieux et variés.<br/>Navette de bus gratuite jusqu'à l'entrée du parc Disney et Disney Village toutes les 12 minutes .<br/>Vaste parking à proximité.,,,,,25
833,Raquel Llorens,5,il y a 5 mois ,08/2022,"(Traduit par Google) Nous avons séjourné dans un Lodge de cet hôtel pendant 3 nuits et cela nous a beaucoup plu.<br/>C'est un hôtel qui se déroule dans le film Disney Bambi, il est donc entouré de forêts et de ruisseaux et le bois prédomine à l'intérieur.<br/>L'homme qui nous a accompagnés à l'enregistrement ne parlait pas beaucoup l'espagnol mais il était très gentil et sympathique et nous n'avons eu aucun problème à comprendre.<br/>Les chambres ne sont pas très grandes, la nôtre avait deux grands lits avec des matelas très confortables et quelques oreillers très confortables également. Nettoyage très bien. Ils ont l'air conditionné mais pas de frigo. Nous avons manqué qu'il y ait quelques bouchons de plus. La salle de bain très simple a peut-être besoin d'être réformée, chaque jour, ils ont laissé du shampoing et du gel ET changé les serviettes.<br/>Le matin à l'hôtel, il y avait toujours quelqu'un pour signer des livres et prendre des photos.<br/>Le petit déjeuner du restaurant de l'Hôtel très bon et assez varié, le personnel très sympathique<br/>Mais si je dois souligner quelque chose, c'est le magasin de l'hôtel, les employés de ce magasin sont charmants, presque tous parlent espagnol, ils sont très gentils et attentionnés, ils vous aident et vous conseillent sur tout ce dont vous avez besoin, ils sont vraiment étonnés moi avec chacun d'eux.<br/>Sans aucun doute je recommande cet Hotel dont nous gardons un très bon souvenir<br/>(Avis d'origine)<br/>Estuvimos alojados en un Lodge de este hotel 3 noches y nos gustó mucho.<br/>Es un Hotel ambientado en la película de Disney  Bambi por lo que está rodeado de bosques y riachuelos y en su interior predomina la madera.<br/>El señor que nos atendió para hacer el checking no hablaba mucho español pero era muy amable y simpático y no tuvimos problema de entendimiento.<br/>Las habitaciones no son muy grandes, la nuestra tenía dos camas de matrimonio con colchones muy cómodos y bastantes almohadas muy cómodas también. La limpieza muy bien. Tienen aire acondicionado pero no tienen nevera. Echamos en falta que tuviera algunos enchufes más. El cuarto de baño muy sencillo quizá necesita alguna reforma, todos los días dejaban champú y gel Y cambiaban toallas.<br/>Por las mañanas en el Hotel siempre había algún personaje para firmar libros y hacerse fotos.<br/>El desayuno del restaurante del Hotel muy bueno y bastante Variad, el personal muy amable<br/>Pero si algo tengo que destacar es la tienda del Hotel, los trabajadores de esta tienda son encantadores casi todos hablan español son muy amables y atentos, te ayudan y asesoran en lo que necesites, de verdad que me maravillaron todos y cada uno de ell@s<br/>Sin ninguna duda recomiendo este Hotel del que nos llevamos muy buenos recuerdos",,,,,25
834,Jose A,5,il y a 5 mois ,08/2022,"(Traduit par Google) C'est dans un quartier très calme, entouré d'arbres et au bord du lac.<br/>L'insonorisation est magnifique car bien que nous ayons eu la chambre au-dessus de la bagagerie, nous n'avons pratiquement rien entendu.<br/>Le personnel était très sympathique et attentionné et ils nous ont accompagnés en espagnol.<br/>Nous sommes allés avec un plan de repas. Le restaurant est de style buffet donc c'est idéal pour y aller avec des enfants, et en général, ce que nous avons essayé était assez bon.<br/>Vous avez un personnage le matin et c'est l'occasion idéale de vous épargner une longue file d'attente au soleil (même si vous ne vous débarrassez pas du tout de la file d'attente à Disneyland).<br/>Comme point négatif, les prises dans la chambre, peu nombreuses et éloignées des tables de chevet. Je recommande d'apporter un adaptateur et une connexion pour plusieurs prises.<br/>(Avis d'origine)<br/>Está en una zona muy tranquila, rodeado de árboles y al borde del lago.<br/>La insonorización es magnífica pues aunque teníamos la habitación encima de la consigna de equipajes apenas se oía nada.<br/>El personal muy amable y atento y nos atendieron en español.<br/>Fuimos con plan de comida. El restaurante es tipo buffet por lo que es ideal para ir con niños, y en general bastante bueno lo que fuimos probando.<br/>Tienes por las mañanas un personaje y es una oportunidad perfecta para ahorrarte un buen rato de cola al sol (aunque de la cola no te libras en nada en Disneyland).<br/>Como punto negativo los enchufes en la habitación, escasos y lejos  de las mesitas de noche. Recomiendo llevar adaptador y conexión para varias tomas.",,,,,25
835,Antoine Bruandet,4,il y a 5 mois ,08/2022,"Rien a redire la chambre était nickel, ainsi que tout l'hôtel, petite bémol la carte d'accès à notre chambre n'a pas fonctionné du premier coup obligé de retourner à l'accueil de celui-ci pour ma faire programmer.",,,,,25
836,Adjidant Ismaël,5,il y a 5 mois ,08/2022,Expérience unique à vivre voir à (re)vivre !,,,,,25
837,jennifer hummel,1,il y a 5 mois ,08/2022,"(Traduit par Google) Ne gaspillez pas votre argent dans cet hôtel. Décor daté et choquant. Je n'ai pas du tout ressenti la magie. Lorsque vous avez un problème avec les chambres, ils disent alors que je ne parle pas anglais. Nous avions 2 chambres, premièrement, ils nous ont mis dans le mauvais type de chambre. Dans une pièce, le coffre-fort ne fonctionnait pas, la salle de bain était si sale. Moquettes mal aspirées. Dans l'autre pièce, la douche ne fonctionnait pas, encore une fois, elle était sale. Un demi-rouleau de papier toilette dans chaque chambre. Ma fille, mon mari et ma mère ont eu une intoxication alimentaire et personne ne voulait le savoir. Ma fille n'est malheureusement pas arrivée aux toilettes à temps, elle a été laissée avec ma mère, dans une chambre avec des malades sur le tapis (car il n'y avait rien dans la chambre pour le nettoyer) pendant plus de 4 heures avant que quelqu'un ne vienne saupoudrer de poudre, puis on nous a dit qu'il serait nettoyé correctement le lendemain, ce qui n'était pas le cas. Nous avons passé de meilleurs séjours au Cheyenne qu'ici. Nous aimions Disney mais je ne sais pas si nous reviendrions après cette expérience. Les chambres sont mal décorées, datées et sales.<br/>(Avis d'origine)<br/>Don’t waste your money on this hotel. Dated and shocking decor. Didn’t feel the magic at all. When you have an issue with the rooms, they then say I don’t speak English. We had 2 rooms, firstly, they put us in the wrong room types. In one room the safe wasn’t working, bathroom felt so dirty. Carpets not hoovered properly. In the other room, the shower wasn’t working, again, felt dirty. Half a roll of toilet roll in each room. My daughter, husband and mum got food poisoning, and no one wanted to know. My daughter unfortunately did not make it to the toilet in time, she was left with my mum, in a room with sick on the carpet (as there was nothing in the room to clean it up with) for over 4 hours before anyone came to sprinkle some powder stuff on, then we were told it would be cleaned properly the following day, which it wasn’t.  We’ve had better stays at the Cheyenne then here. We used to love Disney but I don’t know if we would come back after this experience. Rooms are poorly decorated, dated and dirty.", Vacances · Famille ,1.0,2.0,1.0,25
838,Rosa Riera Garcia,5,il y a 5 mois ,08/2022,,,,,,25
839,Rakel GR (“LatiaRakel”),5,il y a 5 mois ,08/2022,"(Traduit par Google) Très complet et proche du parc, vous pouvez marcher et vous n'avez pas à attendre les bus<br/>(Avis d'origine)<br/>Muy completito y cerca del parque, puedes ir andando y no tienes que esperar autobuses",,,,,25
840,MANUEL ANGEL BURGOS SANCHEZ,5,il y a 5 mois ,08/2022,(Traduit par Google) Un hôtel spectaculaire... Avec des personnages Disney le matin et un buffet normal<br/>(Avis d'origine)<br/>Un hotel espectacular.... Con personajes Disney por la mañana y buffet normal,,,,,25
841,Nath Mass,5,il y a 5 mois ,08/2022,Tres bel hôtel avec des belles prestations piscines interieur extérieur spa.. je recommande et pour aller au parc Disneyland des navettes gratuites tous les 15 minutes et merci a Béatrice a la reception qui est un amour 👍,,,,,25
842,Elodie GILLET,5,il y a 5 mois ,08/2022,,,,,,25
843,Susana Silva,5,il y a 5 mois ,08/2022,,,,,,25
844,Marjorie BELLOUIN,4,il y a 5 mois ,08/2022,Vieillissant mais très beau,,,,,25
845,Héctor Aneiros,4,il y a 5 mois ,08/2022,,,,,,25
846,annette o'malley,1,il y a 5 mois ,08/2022,"(Traduit par Google) Où même commencer. J'avais lu les critiques, donc j'avais de très faibles attentes, mais je me suis dit que nous avions juste besoin d'un lit car nous serions dans les parcs la plupart du temps. C'est aussi bien que nous l'étions, car cet hôtel démodé et minable est vraiment horrible. La réception est correcte mais «le lodge» dans lequel nous avons séjourné était tout simplement surréaliste. Presque risible. Le décor était horrible - c'est bizarre et effrayant selon les normes d'aujourd'hui, il n'y a pas d'ascenseur et les escaliers sont un croisement entre les résidences et un vieux bureau du conseil malodorant. Il y avait du sang ou un autre liquide rouge sur le nôtre pendant tout notre séjour. C'était un trek de la réception au « lodge » et la musique de piano et le chant des oiseaux ne faisaient qu'ajouter à l'étrangeté. Nous ne pouvions pas ouvrir nos fenêtres plus qu'une fissure, ce qui n'était probablement pas une mauvaise chose car tout le bâtiment était recouvert d'échafaudages. Nous ne pouvions pas voir à travers nos fenêtres ni avoir de lumière du jour dans notre chambre car toutes les fenêtres étaient recouvertes d'un étrange film opaque pour cacher l'échafaudage - cela donnait à la pièce un aspect marron / orange très étrange et oppressant. C'était vraiment indescriptiblement mauvais. Je n'ai pas connu de serviettes aussi fines depuis les années 70 ! Il n'y avait qu'une seule prise électrique - comment est-ce acceptable ??? Honte à toi Disney ! « Monterey Lodge » n'est pas adapté à l'habitation humaine. Il devrait être fermé jusqu'à ce qu'il soit entièrement rénové!<br/>(Avis d'origine)<br/>Where to even begin.  I’d read the reviews so had very low expectations but figured we just needed a bed as we’d be at the parks most of the time.  It’s just as well we were, because this outdated, shabby hotel is truly awful.  The reception area is okay but ‘the lodge’ that we stayed in was just surreally bad.  Almost laughable.  The decor was horrid - it’s weird and creepy by todays standards, there are no lifts and the staircases are a cross between halls of residence and a smelly old council office.  There was blood or some other red liquid on ours the entire time we stayed.  It was a trek from the reception to ‘the lodge’ and the piped piano music and bird song just added to the weirdness.  We couldn’t open our windows more than a crack which was probably not a bad thing as the entire building was covered in scaffolding.  We couldn’t see through our windows or have any daylight in our room as all the windows have been covered in a weird opaque film to hide the scaffolding - it gave the room a very strange oppressive, lightless brown/orange look.  It was truly indescribably bad.  I haven’t experienced towels so thin since the seventies!  There was one electric socket - how is this acceptable???We spent the night in an Ibis budget hotel outside Paris the night after we left … it was far, far superior!  Shame on you Disney!  ‘Monterey Lodge’ is not fit for human habitation.  It ought to be closed until it’s fully renovated!",,,,,25
847,Christopher van der Werff,1,il y a 5 mois ,08/2022,(Traduit par Google) L'eau coule des escaliers de secours vers la sortie.<br/>et est sorti de la boîte électrique aussi!<br/>La réception dit qu'ils s'en fichent!<br/>Dans la chambre le lit est comme du béton 👎<br/>Et beaucoup de bruit pendant la nuit du couloir<br/>Trop cher pour le service qu'ils fournissent<br/>Mieux vaut réserver en dehors de Disney !<br/>(Avis d'origine)<br/>Water runs from fire escape stairs to exit.<br/>and came out electricity box too!<br/>Front desk say they don't care!<br/>In the room bed is like concrete 👎<br/>And a lot of noise during the night from the corridor<br/>To expensive for the service they provide<br/>Beter book outside Disney!,,,,,25
848,SanLi Lu,4,il y a 5 mois ,08/2022,"(Traduit par Google) Presque tout s'est bien passé. Le personnel était très sympathique. Le seul reproche que je ferais, c'est que les chambres pourraient être un peu plus propres.......<br/>(Avis d'origine)<br/>Es war fast alles bestens.Personal sehr freundlich .Das einzige was zu beanstanden ist ,die Zimmer könnten etwas sauberer sein......",,,,,25
849,Victor Saiz,5,il y a 5 mois ,08/2022,(Traduit par Google) Très bon hôtel à Eurodisney situé dans les grands parcs naturels américains. Très bien décoré et le service et les installations sont en bon état.<br/>(Avis d'origine)<br/>Muy buen hotel en Eurodisney ambientado en los grandes parques naturales americanos. Muy bien ambientado y tanto el servicio como las instalaciones se encuentran en buen estado.,,,,,25
850,Jessica NAULLEAU,5,il y a 5 mois ,08/2022,,,,,,25
851,Maria Moret Cusido,1,il y a 5 mois ,08/2022,"(Traduit par Google) Nous avons séjourné dans cet hôtel une nuit et nous avons payé près de 500 euros pour 4 personnes. Considérant cela et considérant qu'il s'agit d'un hôtel 3 étoiles, et compte tenu de la proximité de Disneyland, nous sommes profondément déçus.<br/>Nous avons dû faire la queue pour tout : enregistrement, ascenseurs, ou même pour le petit déjeuner ! (file d'attente de 15 minutes)<br/>La chambre était correcte, meubles démodés et pas de prises pour recharger les téléphones portables. Juste une petite serviette par personne.<br/>Le pire, l'eau chaude fonctionnait par intermittence.<br/>Un bon point : la chambre était propre et les matelas étaient confortables.<br/>(Avis d'origine)<br/>We have stayed in this hotel one night and we have paid nearly 500 euro for 4 people. Considering that and considering that it is a 3 star hotel, and considering the proximity of Disneyland, we are deeply disappointed.<br/>We had to queue for everything: check in, elevators, or even for breakfast! (15 min queue)<br/>The room was ok, outdated furniture, and no plugs to charge mobile phones. Just one small towel per person.<br/>The worst part, hot water was working intermitently.<br/>A good point: the room was clean and the mattresses were comfortable.",,,,,25
852,Laora Estalrich,2,il y a 5 mois ,08/2022,"Arrivée à l’hôtel par une dame super gentille qui nous explique tout. Mais là chambre c’est une catastrophe , ça sent le renfermer, il y avait des échafaudages à nos fenêtres donc aucunes vue à regarder… assez déçue vu le prix que l’on donne pour séjourner à Disneyland.", Couple ,1.0,3.0,4.0,25
853,elly janssen,3,il y a 5 mois ,08/2022,,,,,,25
854,Klau Dia,5,il y a 5 mois ,08/2022,,,,,,25
855,LaFifamearlette,5,il y a 5 mois ,08/2022,Hâte d'y retourner mercredi prochain,,,,,25
856,Benjamin Elie,5,il y a 5 mois ,08/2022,,,,,,25
857,Velghe Frederik,5,il y a 5 mois ,08/2022,,,,,,25
858,Núria Bahi Pla,5,il y a 5 mois ,08/2022,,,,,,25
859,Davy van Huijkelom,5,il y a 5 mois ,08/2022,,,,,,25
860,Lolita Renaud,5,il y a 5 mois ,08/2022,"Nous avons l’habitude de séjourner dans cet hôtel lorsque nous faisons deux jours sur le parc. Jamais déçus en général ! Cette fois-ci petites déceptions en arrivant dans la chambre et là franchement, pris en charge par Sonia qui doit être une manager je crois et je n’ai jamais vu un tel service client…. Le problème a été résolu en deux temps trois mouvement et même bien au delà de nos espérances ! Nous renouvelons nos sincères remerciements à Sonia et à toute l’équipe pour ce qu’ils ont fait pour nous et pour leur travail, leur réactivité et leur sourire. Vivement la prochaine fois !", Vacances ,5.0,5.0,5.0,25
861,Dirk Kaiser,5,il y a 5 mois ,08/2022,(Traduit par Google) Hôtel de classe sur la zone Disney. Les chambres et le service étaient bien meilleurs qu'il y a quelques années. D'où le score complet. Le personnel de service était super sympa et très serviable.<br/>(Avis d'origine)<br/>Klasse Hotel auf dem Disney Gelände.  Die Zimmer und der Service waren deutlich besser als noch vor einigen Jahren.  Deshalb die volle Punktzahl.  Das Servicepersonal war super freundlich und sehr hilfsbereit.,,,,,25
