,Name,ReviewRate,ReviewTime,ReviewVisite,ReviewText,VoyageType,RoomRate,EmplacementRate,ServiceRate,HostelType
683,jose vicente moral vílchez,5,il y a 4 mois ,09/2022,"(Traduit par Google) Tout est fantastique, du personnel à la nourriture... l'hôtel en lui-même est fabuleux, la chambre, l'emplacement, les espaces communs, caractérisés dans une ville de l'ouest... en consommation gratuite de 4 boissons chaudes aux distributeurs automatiques dans certains blocs de chambres<br/>(Avis d'origine)<br/>Fantástico todo desde el personal hasta la comida... el hotel en sí es fabuloso, habitación, ubicación, zonas comunes, caracterizado en un poblado del oeste... en consumo gratuito de 4 bebidas calientes de las máquinas expendedoras de algunos bloques de habitaciones",,,,,22
684,Arsenio Cobos,5,il y a 4 mois ,09/2022,,,,,,22
685,Kevin Parkerlee,5,il y a 4 mois ,09/2022,Excellent,,,,,22
686,Irene Andriano,3,il y a 4 mois ,09/2022,,,,,,22
687,Guillem Rodríguez,5,il y a 4 mois ,09/2022,(Traduit par Google) Brillant<br/>(Avis d'origine)<br/>Genial,,,,,22
688,Mirian Villena,5,il y a 4 mois ,09/2022,(Traduit par Google) Un endroit recommandé pour se reposer à Disney.<br/>(Avis d'origine)<br/>Un lugar recomendable para descansar en Disney.,,,,,22
689,Maria Jose Aranda,2,il y a 4 mois ,09/2022,"(Traduit par Google) Sournois. Nous avions un premier étage, il n'y a pas d'ascenseur, nous avons donc dû porter nos bagages dans les escaliers. Beaucoup de files d'attente pour tout à l'intérieur de l'hôtel. Une heure de file d'attente pour l'enregistrement, pour le petit-déjeuner, pour se renseigner, pour aller aux toilettes...<br/>(Avis d'origine)<br/>Poco limpio. Nos tocó un primer piso no hay ascensor por lo que tuvimos que subir las maletas por la escalera. Muchísimas colas para todo dentro del hotel. Cola de una hora para el checkin, para el desayuno, para información, para ir al baño.....",,,,,22
690,Marco Paladino,5,il y a 4 mois ,09/2022,(Traduit par Google) Accueil fantastique<br/>(Avis d'origine)<br/>Fantastico accogliente,,,,,22
691,Alberto NIETO LOPEZ,5,il y a 4 mois ,09/2022,,,,,,22
692,Alberto Bermúdez,4,il y a 4 mois ,09/2022,(Traduit par Google) Très agréable et typique de l'Ouest. Un bon endroit pour rester. bons soins<br/>(Avis d'origine)<br/>Muy bonito y típico de Oeste. Un buen sitio para quedarse . La atención buena,,,,,22
693,Diego Ciocca,4,il y a 4 mois ,09/2022,"(Traduit par Google) Hôtel proche du parc, buffet petit déjeuner et dîner très bon et varié malgré la file d'attente, chambres trop éloignées de la réception<br/>(Avis d'origine)<br/>Hotel vicino al parco, colazione e cena a buffet molto buona e varia nonostante la fila, camere troppo lontane dalla reception",,,,,22
694,mickael ragni,5,il y a 4 mois ,09/2022,,,,,,22
695,Debora Ariano,5,il y a 4 mois ,09/2022,(Traduit par Google) Dans une magie comme tout le contexte<br/>(Avis d'origine)<br/>In una magia come tutto il contesto,,,,,22
696,Ale Costa,5,il y a 4 mois ,09/2022,,,,,,22
697,Beatriz Pozo,5,il y a 4 mois ,09/2022,"(Traduit par Google) C'est un bel hôtel dans le complexe de Disneyland Paris. Très sympa, la balade jusqu'au parc est très agréable, l'aire de jeux pour enfants est idéale, le restaurant est formidable tant par la qualité des plats que par la variété. Le traitement du personnel était exquis à tout moment. C'est un hôtel cher juste pour être là où il se trouve et ce n'est pas du luxe, mais ça vaut le coup.<br/>(Avis d'origine)<br/>Es un hotel precioso dentro del resort de Disneyland París. Muy bonito, el paseo al parque es muy agradable, la zona de juegos para niños es ideal, el restaurante es maravilloso tanto en calidad de comida como en variedad. El trato del personal fue exquisito en todo momento. Es un hotel caro sólo por estar donde está y no es de lujo, pero merece la pena.",,,,,22
698,Estefanía salmeron,5,il y a 4 mois ,09/2022,,,,,,22
699,Ana María Cortel Gargallo,4,il y a 4 mois ,09/2022,,,,,,22
700,Tisha Laetitia,5,il y a 4 mois ,09/2022,Chambres très propres et fonctionnelles.,,,,,22
701,Natascia Calascibetta,5,il y a 4 mois ,09/2022,(Traduit par Google) prodigieux<br/>(Avis d'origine)<br/>stupendo,,,,,22
702,Gaetano Perrella,5,il y a 4 mois ,09/2022,,,,,,22
703,Muhammad Amir Mahmood,5,il y a 4 mois ,09/2022,(Traduit par Google) Accueil très chaleureux. Propre navette de bus fonctionne. Toutes les 10-15 minutes. Les chambres d'hôtel sont très soignées et propres et représentent le vrai thème. Le service de bagages est super enlève tous vos tracas.<br/>(Avis d'origine)<br/>Very warm welcome. Own bus shuttle runs. Every 10-15 minutes. Hotel rooms are very neat and clean and represent the true theme. Luggage service is great takes off all your hassle.,,,,,22
704,Laura Gil Martinez,5,il y a 4 mois ,09/2022,(Traduit par Google) Hôtel idéal ! Il est proche du parc à 5 min en bus et 10 min à pied.<br/>Nous reviendrons certainement ♥️<br/>(Avis d'origine)<br/>Hotel ideal! Está cerca del parque 5 min con bus y 10 min andando.<br/>Sin duda volveremos ♥️,,,,,22
705,P. V.S.,5,il y a 4 mois ,09/2022,"(Traduit par Google) Très bon hôtel avec de jolis détails dans la chambre. La navette pour Disneyland fonctionnait correctement, ainsi que le service de consigne jusqu'à 23h00. Le seul point que je suggérerais de vérifier par le personnel de l'hôtel était qu'il y avait des petites araignées dans les courtains de la chambre 🕸 et non, je ne veux pas devenir spiderman 😆<br/>(Avis d'origine)<br/>Really good hotel with nice details in the room. The shuttle to Disneyland was working properly, as well as the locker service until 23:00h. The only point I would suggest to check by the hotel staff was that there were some small spiders in the room's courtains 🕸 and not, I do not want to become spiderman 😆",,,,,22
706,David,5,il y a 4 mois ,09/2022,(Traduit par Google) Très bien ambiant. Les gens sont très serviables.<br/>(Avis d'origine)<br/>Very well ambiented. People very helpful.,,,,,22
707,Caroline Bazin,4,il y a 4 mois ,09/2022,Bon hôtel avec une très belle thématique.,,,,,22
708,Ana Torrego,5,il y a 4 mois ,09/2022,,,,,,22
709,Miguel García Simeó,5,il y a 4 mois ,09/2022,,,,,,22
710,Eu Mais Ti,4,il y a 4 mois ,09/2022,"(Traduit par Google) Bien desservi par la navette, une immense salle à manger et des chambres acceptables.<br/>(Avis d'origine)<br/>Bien comunicado por shuttle bus, un comedor inmenso y unas habitaciones aceptables.",,,,,22
711,Miguel Angel Gentil Jiménez,5,il y a 4 mois ,09/2022,"(Traduit par Google) Situé dans le Far West, très détaillé et avec un buffet à volonté cher mais de qualité. Cela ressemble à une ville du Far West, avec les chambres d'hôtel dispersées dans les bâtiments. Promenades à poney au sein du complexe. Chambres situées dans Woody de Toy Story. Belle promenade de 15 m au bord de la rivière jusqu'aux parcs Disney, bien mieux que de prendre le bus. Fortement recommandé et très prudent. Sentez la magie !!<br/>(Avis d'origine)<br/>Ambientado en el salvaje Oeste, muy detallado y con un bufete libre de precio elevado pero de calidad. Parece un poblado del Far West, estando las habitaciones hoteleras repartidad por todos los edificios. Paseos en pony dentro del complejo. Habitaciones ambientadas en Woody de Toy Story. Precioso paseo por la ladera del rio de 15 m hasta los parques Disney, mucho mejor que coger el bus. Muy recomendable y muy cuidado. Siente la magia!!",,,,,22
712,Alicia,5,il y a 4 mois ,09/2022,"(Traduit par Google) Propre, agréable avec de bons lits puisque vous arrivez mort du parc.<br/>100% recommandé<br/>(Avis d'origine)<br/>Limpio,agradable con buenas camas ya que llegas muerto del parque.<br/>Recomendable 100%", Vacances · Famille ,5,5,5,22
713,Dominic Braun,5,il y a 4 mois ,09/2022,,,,,,22
714,António Santos,3,il y a 4 mois ,09/2022,,,,,,22
715,laura cali',4,il y a 4 mois ,09/2022,(Traduit par Google) Hôtel propre et confortable. Nous avons passé 2 nuits avec petit déjeuner. Nous avions à 8 deux chambres de 4 communicantes entre elles. J'ai séjourné il y a 5 ans au Santa Fe mais le Cheyenne est beaucoup plus pittoresque et country (histoire de jouets). A servi de navette pour le parc. Petit déjeuner copieux adapté à toutes les nationalités ! Seul conseil. Présentez-vous très tôt pour le petit déjeuner sinon la file d'attente est très longue.<br/>(Avis d'origine)<br/>Hotel pulito e confortevole. Abbiamo soggiornato 2 notti con prima colazione. Abbiamo avuto in 8 due stanze da 4 comunicanti tra loro. Ho soggiornato 5 anni fa al Santa Fe ma il Cheyenne è molto più caratteristico e a tema Country (toy story). Servito da navetta per il parco. Colazione abbondante e adatta a tutte le nazionalità! Unico consiglio. Presentarsi alla colazione molto presto che altrimenti la coda è lunghissima., Vacances ,4,5,5,22
716,rafael de haro,3,il y a 4 mois ,09/2022,"(Traduit par Google) Super bondé de monde. Affecte tous les autres services. Ils ne sont pas préparés pour tant de gens. Je n'ai pas aimé le petit déjeuner. Lait en poudre et tout très industrialisé. Une grande partie du personnel ne vous a pas donné d'informations correctes ou ne le savait pas. Bon traitement, en général. Il y a quelques années nous avons séjourné dans le Nouveau Port et la différence est abyssale.<br/>Nous ne reviendrons pas sur celui-ci.<br/>(Avis d'origine)<br/>Súper masificado de gente. Afecta al resto de servicios. No están preparados para tanta gente. Desayuno no me gustó. Leche en polvo y todo muy industrializado. Gran parte del personal, no te daban información correcta o no sabían. El trato bueno, en general. Hace unos años nos quedamos en el New Port y la diferencia es abismal.<br/>No volveremos a este.",,,,,22
717,Matteo,4,il y a 4 mois ,09/2022,"(Traduit par Google) Hôtel propre, belles chambres spacieuses. Salle de bain adéquate. Pas de petit cadeau de bienvenue ou du moins de courtoisie comme le thé et le café. C'était la première fois qu'ils venaient dans cet hôtel et honnêtement, venant du parc, nous n'arrivions pas à savoir où se trouvait le hall d'enregistrement...<br/>(Avis d'origine)<br/>Hotel pulito, stanze carine, spaziose. Bagno adeguato. Nessun piccolo regalo di benvenuto o almeno cortesia come the e caffè. Era la prima volta che venivano in questo hotel e onestamente, arrivando dal parco, non riuscivamo a capire dove fosse la hall per il check in...", Vacances · Famille ,4,3,4,22
718,Salvador Navarro,2,il y a 4 mois ,09/2022,"(Traduit par Google) Petit-déjeuner inprésentable files d'attente presque une heure pour entrer dans la salle à manger, débordé, bon traitement mais il y a déjà assez de files d'attente dans le parc pour qu'en plus il faut aussi le faire pour avoir un petit-déjeuner mal servi.<br/>(Avis d'origine)<br/>Las colas del desayuno impresentables casi una hora para entrar en el comedor, desbordados, buen trato pero ya se hacen suficientes colas en el parque para que encima tengas que hacerla también para desayunar mal servido.", Vacances ,2,4,2,22
719,Aaron Sammut,3,il y a 4 mois ,09/2022,"(Traduit par Google) C'est l'hôtel le plus proche des parcs et il a un joli thème ""country et western"". Cependant, il n'y avait pas d'ascenseur au premier étage pour notre chambre et avec les bagages et la poussette, c'était un défi. Les couverts du restaurant principal n'étaient pas propres et avaient des taches d'utilisateurs précédents.<br/>(Avis d'origine)<br/>It is the closest hotel to the parks and has a nice ""country &amp; western"" theme. However, there was no elevator to the first floor for our room and with the luggage and pushchair, it was a challenge. The cutlery in the main restaurant were not clean and with stains from previous users.", Famille ,3,5,3,22
720,Rene Tavio,4,il y a 4 mois ,09/2022,,,,,,22
721,Dani Pattavina,4,il y a 4 mois ,09/2022,(Traduit par Google) Bon emplacement mais nettoyage à améliorer<br/>(Avis d'origine)<br/>Good location ma la pulizia da migliorare,,,,,22
722,Steve Junk,5,il y a 4 mois ,09/2022,,,,,,22
723,Lukas Hoffmann,3,il y a 4 mois ,09/2022,"(Traduit par Google) L'hôtel Cheyenne nous a laissé des sentiments mitigés. La haute qualité de la thématisation, connue des parcs, n'est pas maintenue de manière constante. Cependant, l'ambiance était correcte. C'était comme une ville de l'Ouest dans le Far West. Le personnel était sympathique presque partout et de bonne humeur malgré l'affluence. Les chambres étaient confortablement meublées, mais pas 100% propres. De l'hôtel, vous marchez environ 15 minutes jusqu'aux parcs. Malheureusement, le séjour a été gâché par la mauvaise organisation du petit déjeuner. Nous avons fait la queue pendant une heure le premier jour pour avoir un buffet assez moyen. Les légumes y manquaient complètement. Le rapport qualité prix ne l'est absolument pas. Vous ne pouvez vous rendre au petit-déjeuner qu'à 7 ou 10 heures sans attendre longtemps. C'est aussi suggéré par le personnel.<br/>(Avis d'origine)<br/>Das Hotel Cheyenne hat gemischte Gefühle bei uns hinterlassen. Die hohe Qualität der Thematisierung, die man aus den Parks kennt, wird nicht konsequent gehalten. Dennoch war das Ambiente in Ordnung. Es fühlte sich wie in einer Westernstadt  im Wilden Westen an. Das Personal war nahezu überall freundlich und trotz großer Menschenmassen gut gelaunt. Die Zimmer waren gemütlich eingerichtet, wenn auch nicht 100% sauber. Vom Hotel läuft man ca. 15 Minuten zu den Parks. Leider wurde der Aufenthalt durch die schlechte Organisation des Frühstücks sehr getrübt. Wir standen am ersten Tag eine Stunde an, um dann ein recht durchschnittliches Buffet zu bekommen. Gemüse hat dort gänzlich gefehlt. Das Preis-Leistungsverhältnis stimmt absolut nicht. Ohne große Wartezeit schafft man es nur direkt um 7 oder um 10 Uhr zum Frühstück. Das wird einem auch vom Personal so nahegelegt.",,,,,22
724,Adolfo Portillo Campini,5,il y a 4 mois ,09/2022,(Traduit par Google) Il faut y aller tôt pour le petit-déjeuner.<br/>(Avis d'origine)<br/>Hay que ir temprano al desayuno.,,,,,22
725,salva colecha,3,il y a 4 mois ,09/2022,(Traduit par Google) Files d'attente au petit déjeuner assez excessives. Personnel très attentionné...<br/>(Avis d'origine)<br/>Colas en desayuno bastante desmesuradas. Personal muy atento...,,,,,22
726,Laura Thomas,5,il y a 4 mois ,09/2022,,,,,,22
727,Pilar Sendra Quereda,5,il y a 4 mois ,09/2022,,,,,,22
728,Enrique Vaquero Rey,3,il y a 4 mois ,09/2022,"(Traduit par Google) La habitación bien, pero la experiencia en el desayuno desastrosa, hacer cola por comer, de vergüenza, ni que fuera una atracción el comer, la verdad, creo que hospedan a más personas de las que pueden ir al desayuno, y esto en septiembre imaginaos en août...<br/>Je ferais beaucoup plus grand le lieu du petit-déjeuner, car s'ils vous facturaient de l'argent que je considère cher, vous n'auriez pas à attendre pour aller manger, vraiment gênant<br/>(Avis d'origine)<br/>La habitación bien, pero la experiencia en el desayuno desastrosa, hacer cola por comer, de vergüenza, ni que fuera una atracción el comer, la verdad, creo que hospedan a más personas de las que pueden ir al desayuno, y esto en septiembre imaginaos en agosto...<br/>Yo haría mucho más grande el lugar del desayuno, ya que si te cobran un dinero que para mí se considera caro, no tendrías porque esperar para ir a alimentarse, de vergüenza de verdad",,,,,22
729,Juan Sin mas,5,il y a 4 mois ,09/2022,"(Traduit par Google) L'eau du robinet est potable, il n'est donc pas nécessaire d'acheter des bouteilles à prix d'or...<br/>(Avis d'origine)<br/>El agua del grifo es potable, asi que no es necesario comprar botellitas a precio de oro...",,,,,22
730,Ivan B,2,il y a 4 mois ,09/2022,"(Traduit par Google) Je lui donne 2 étoiles pour l'emplacement (très proche du parc) et pour la qualité du buffet (tout à fait acceptable, pour 3 jours) mais la propreté laisse à désirer, les moquettes sales, les vitres sales (nous sommes arrivés avec taches de main sur les fenêtres, et elles étaient toujours là quand nous sommes partis). Les draps étaient propres. J'enlève une étoile de plus pour la file d'attente de plus d'une heure pour accéder au petit déjeuner et la mauvaise gestion des clients de l'hôtel. Dans l'ensemble, une expérience désagréable<br/>(Avis d'origine)<br/>Le doy 2 estrellas por la ubicación (muy cerca del parque) y por la calidad del buffet (bastante aceptable, para 3 días) pero la limpieza deja mucho que desear, las moquetas sucias, las ventanas sucias (llegamos con manchas de manos en las ventanas, y alli seguían al irnos). Las sabanas si estaban limpias. Le quito otra estrella por la cola de más de una hora para acceder al desayuno y la mala gestión de los huespedes del hotel. En general una experiencia poco agradable",,,,,22
731,Jose Luis Rodriguez Castejon,4,il y a 4 mois ,09/2022,"(Traduit par Google) Amélioration de la dernière visite de l'Hôtel Santa Fe.<br/>Il n'y a pas de moquette dans les chambres, c'est appréciable, un hôtel avec des chambres spacieuses, de bons lits, et une salle de bain propre et bien entretenue.<br/>Le personnel de 10 personnes vous sert toujours avec le sourire, essayant toujours d'aider et de collaborer pour que vous n'ayez aucun problème.<br/>La nourriture s'est également beaucoup améliorée depuis la dernière visite, beaucoup plus variée, et surtout de qualité.<br/>Le Pecan Nut Cake, pur vice.<br/>Si nous revenons, nous espérons continuer à en profiter.<br/>(Avis d'origine)<br/>Mejorando la última visita del Hotel Santa Fe.<br/>No hay moqueta en las habitaciones, se agradece, hotel con habitaciones amplias, buenas camas, y baño limpio y bastante cuidado.<br/>El personal de 10, te atienden siempre con una sonrisa, tratando siempre de ayudar y colaborar para que no tengas ningún problema.<br/>La comida también ha mejorado mucho después de la última visita, mucha más variedad, y sobre todo calidad.<br/>La Tarta de nuez Pecana, puro vicio.<br/>Si volvemos esperemos seguir disfrutando de ello.",,,,,22
732,Fernando Reis,3,il y a 4 mois ,09/2022,,,,,,22
733,Sempre pela verdade Sempre a avançar,5,il y a 4 mois ,09/2022,(Traduit par Google) Extraordinaire<br/>(Avis d'origine)<br/>Extraordinario,,,,,22
734,Duarte Martins,5,il y a 4 mois ,09/2022,,,,,,22
735,tana gago nuñez,5,il y a 4 mois ,09/2022,,,,,,22
736,Shauni - Nala &amp; Molly,4,il y a 4 mois ,09/2022,(Traduit par Google) Bel hôtel Toy Story à distance de marche des parcs Disneyland.<br/>(Avis d'origine)<br/>Leuk Toy Story hotel op wandelafstand van de Disneyland parken.,,,,,22
737,Jose Luis Verdejo,5,il y a 4 mois ,09/2022,(Traduit par Google) Un bon parc pour passer quelques jours en famille<br/>(Avis d'origine)<br/>Un buen parque para pasar unos días en familia,,,,,22
738,A Loony,5,il y a 4 mois ,09/2022,Nous avons été très bien accueilli par le personnel de l'hôtel et du restaurant.,,,,,22
739,Fabien,5,il y a 4 mois ,09/2022,Hôtel sympathique pour séjour famille. Chambres propres et fonctionnelles.,,,,,22
740,C. HERNÁNDEZ,5,il y a 4 mois ,09/2022,,,,,,22
741,Javier Cuesta Muñoz,1,il y a 4 mois ,09/2022,"(Traduit par Google) Hôtel moche, moche, le pire de tout Disney. C'est vraiment dommage les files d'attente pour le petit déjeuner d'1h, ils vous font payer la demi-pension et ils n'ont pas de place dans les restaurants pour vous nourrir, boisson très chère 4 euros la petite bouteille d'eau, vous n'avez pas de mini bar dans la chambre, oui Il vous arrive de devoir apporter un médicament contre le rhume, vous devez vous rendre à la réception où ils le gardent pour vous 3 fois par jour en faisant la queue à la réception pour donner un sirop à un bébé. Les bus pour descendre à Disney vont au drapeau. La nourriture est moche. Si vous ne voulez pas passer des heures à attendre tout et payer de l'or pour l'eau, regardez les hôtels en dehors de Disney.<br/>Post-scriptum J'écris ceci en faisant la queue pour le petit-déjeuner.<br/>(Avis d'origine)<br/>Hotel malísimo, pésimo, lo peor de todo Disney. De verdad que es una vergüenza colas de espera para desayunar de 1 hora, te cobran media pensión y no tienen sitio en los restaurantes para darte de comer, bebida carísima 4 euros una botella pequeña de agua, no tienes mini bar en la habitación, si te pasa cómo a nosotros qué teníamos que traer un medicamento de frío tienes que ir a recepción donde te lo guardan 3 veces al día esperando la cola de recepción para darle un jarabe a un bebé. Los buses de bajar a Disney van hasta la bandera. La comida es pésima. Si no queréis estar horas esperando para todo y pagar oro por agua mirar hoteles fuera de Disney.<br/>Posdata escribo esto mientras espero la cola del desayuno.", Vacances · Famille ,1,1,1,22
742,Anna,5,il y a 4 mois ,09/2022,,,,,,22
743,Mateo Bachiddu,5,il y a 4 mois ,09/2022,"Séjour excellent, chambre propre et calme.<br/>J'aimerais juste connaître le nom des musiques qui passent à l'accueil. J'en suis fan 😁", Famille ,5,5,5,22
744,Guy Parkes,3,il y a 4 mois ,09/2022,,,,,,22
745,Guillaume RICHARD,5,il y a 4 mois ,09/2022,,,,,,22
746,APDMK Office,5,il y a 4 mois ,09/2022,(Traduit par Google) Bonnes journées en famille<br/>(Avis d'origine)<br/>Great happy family days,,,,,22
747,Patricia López,5,il y a 4 mois ,09/2022,"(Traduit par Google) Magique, incroyable, parfait je n'ai pas de gros mot !! Personnel de 10 personnes, nettoyant tout !!!<br/>(Avis d'origine)<br/>Mágico, asombroso , perfecto no tengo ni una mala palabra!! Personal de 10, limpieza todo!!!",,,,,22
748,rafa garrido,3,il y a 4 mois ,09/2022,(Traduit par Google) Un site correct qui vaut ce qu'un cinq étoiles<br/>(Avis d'origine)<br/>Un sitio correcto que vale lo que un cinco estrellas,,,,,22
749,Steve Harrison,5,il y a 4 mois ,09/2022,(Traduit par Google) C'était de super vacances. Un hôtel génial. Daneal à la réception était très serviable et rien n'était un problème pour lui. Il a également pu réserver tous nos repas et petits déjeuners de caractère. Un gars vraiment sympa. Nous avons hâte d'y retourner dès que possible.<br/>(Avis d'origine)<br/>This was a great holiday.  A great hotel.  Daneal on the concierge desk was so helpful and nothing was any issue for him.  He was able to book all our meals and character breakfasts too.  Genuine nice guy.  We are looking forward to going back as soon as we can.,,,,,22
750,christophe cornilleau,5,il y a 4 mois ,09/2022,,,,,,22
751,CornwallFamilyLife,5,il y a 4 mois ,09/2022,"(Traduit par Google) Hébergement fantastique, propre à notre arrivée et nettoyé tous les jours pendant votre séjour. Navettes régulières vers et depuis Disneyland. Personnel sympathique, donc très serviable (c'était la première fois que nous allions à Disney). Le petit-déjeuner buffet est servi presque tous les jours, avec une grande variété de plats et de boissons proposés. Arrivez avant 8h car il y a beaucoup de monde. Le repas du soir était également fantastique. Je ne pourrais pas recommander cet hôtel Disney assez haut.<br/>(Avis d'origine)<br/>Fantastic accommodation, clean when we got there and cleaned daily during your stay. Regular shuttle buses to and from Disneyland. Friendly staff, so very helpful (it was our first time traveling to Disney). We are buffet breakfast most days which had a huge variety of food and drinks on offer. Get there before 8am as it gets rather busy. The evening meal was also fantastic. Could not recommend this Disney hotel high enough.",,,,,22
752,roycroft ki,5,il y a 4 mois ,09/2022,"(Traduit par Google) Hôtel fabuleux, j'ai vraiment apprécié mon séjour là-bas.<br/>(Avis d'origine)<br/>Fabulous hotel, really enjoyed my stay there.",,,,,22
753,Amdres Vicente,4,il y a 4 mois ,09/2022,,,,,,22
754,Jean Philippe Lorente,5,il y a 4 mois ,09/2022,"Bon hôtel, très bien thématisé, calme, la chambre était propre et on a bien dormi",,,,,22
755,Oscar Jose Tavio Cruz,5,il y a 4 mois ,09/2022,,,,,,22
756,Santi Planas,2,il y a 4 mois ,09/2022,(Traduit par Google) Les chambres sont très basiques et mal entretenues.<br/>(Avis d'origine)<br/>Las habitaciones son muy básicas y poco cuidadas.,,,,,22
757,Maximiliano Gimenez,5,il y a 4 mois ,09/2022,,,,,,22
758,MARCO SERSANTE,5,il y a 4 mois ,09/2022,,,,,,22
759,Sílvia Cruz,4,il y a 4 mois ,08/2022,"(Traduit par Google) Notre famille (2 adultes et 2 enfants) a vraiment apprécié ses deux jours dans cet hôtel. La gentillesse et la disponibilité (en plusieurs langues, dont le portugais !!) du personnel correspondent parfaitement au modèle Disney ! Oh! Le fait qu'ils aient facilité la livraison des bagages, à toute heure, avant le check-in dans l'après-midi, nous a incités à choisir l'un des hôtels proches des Parcs. Les photographies de l'extérieur d'Internet semblaient plus usées que nous ne l'avons réellement vu, car elles semblent ajustées au thème. La chambre devient petite lorsque vous dormez lorsque le canapé-lit est ouvert. La salle de bain et tout en général semblent être bien entretenus et nettoyés. Nous avons apprécié le buffet et le petit déjeuner, car nous avons pu choisir nos préférences sereinement et manger sans trop de chichis... Mais pour cela il faut y aller tôt 😉<br/>Bref, de par la qualité des prestations fournies par ses employés, je recommande cet hôtel à tous ceux qui souhaitent prolonger l'expérience Disney.<br/>(Avis d'origine)<br/>A nossa família (2 adultos e 2 crianças) gostou muito dos dois dias neste hotel. A simpatia e a disponibilidade para ajudar (em várias línguas, incluindo o Português!!) dos funcionários encaixam na perfeição no modelo Disney! Ah! O facto de facilitarem a entrega da bagagem, a qualquer hora, antes do check-in à tarde, incentivou-nos a escolher um dos hotéis perto dos Parques. As fotografias do exterior da Internet aparentavam maior desgaste do que realmente vimos, pois parece ajustado à temática. O quarto torna-se pequeno na altura de dormir, quando o sofá-cama é aberto. A casa de banho e tudo em geral parecem estar com boa limpeza e manutenção. Apreciamos o ""buffet"" e o pequeno-almoço, pois pudemos escolher calmamente as nossas preferências e comer sem grande confusão à volta... Mas para isso há que ir cedo 😉<br/>Em suma, pela qualidade dos serviços prestados pelos seus colaboradores, recomendo este hotel para quem quer prolongar a experiência Disney.", Vacances ,4,5,5,22
760,Carlos de Jorge Alonso,5,il y a 4 mois ,08/2022,"(Traduit par Google) Confortable, avec transfert à la porte du parc toutes les 10 minutes et travailleurs au niveau de Disney... Ne vous attendez pas à un comportement civilisé de tous les invités, surtout pendant les heures de buffet, mais ce serait là et n'importe où ailleurs.<br/>Les prix de tout ce que vous voulez là-bas type disney-france ... exorbitants<br/>(Avis d'origine)<br/>Cómodo, con traslado a la puerta del parque cada 10 mins y trabajadores a la altura Disney...No esperéis comportamiento civilizado de todos los huéspedes, sobretodo en las horas de buffet, pero eso sería ahí y en cualquier otro sitio.<br/>Precios de todo lo que quieras allí tipo disney-francia...por las nubes",,,,,22
761,LUS CARRALERO,4,il y a 4 mois ,08/2022,,,,,,22
762,durand karl,5,il y a 4 mois ,08/2022,ma visite dans cet hôtel c'était en 2019 j'ai bien aimé l'ambiance mais pour le moment mon hôtel préféré ça restera le Sequoia lodge 👍,,,,,22
763,Paula R,5,il y a 4 mois ,08/2022,,,,,,22
764,Herman Visscher,5,il y a 4 mois ,08/2022,(Traduit par Google) Simplement génial<br/>(Avis d'origine)<br/>Gewoon top,,,,,22
765,N1xxxon,5,il y a 4 mois ,08/2022,,,,,,22
766,Vicenta Serrano Garcia,5,il y a 4 mois ,08/2022,(Traduit par Google) Je pense que c'est idéal... je reviendrai.!!!!! les gars qui y travaillent sont super attentionnés et sympathiques<br/>(Avis d'origine)<br/>Me parece ideal....volveré.!!!!!los chicos que trabajan allí super atentos y simpaticos,,,,,22
767,Aleksandra Winnicka,4,il y a 4 mois ,08/2022,"(Traduit par Google) Hôtel agréable et confortable pour les familles lors d'un séjour à Disneyland. A seulement 10 minutes à pied du Parc Disneyland. Moins une étoile à cause du petit-déjeuner - pas de légumes, assez malsains pour les enfants, les pires œufs brouillés que j'aie jamais mangés.<br/>(Avis d'origine)<br/>Nice and comfortable hotel for families while staying in Disneyland. Only 10 minutes walk to the Disneyland Park. Minus one star because of the breakfast- no vegetables, quite unhealthy for kids, the worst scrambled eggs I have ever eat.",,,,,22
768,Maria V,5,il y a 4 mois ,08/2022,,,,,,22
769,Dronedayz,3,il y a 4 mois ,08/2022,"(Traduit par Google) L'hôtel est bien à thème, bon petit déjeuner buffet. Les chambres sont basiques, pas de quoi faire du café ou du thé, douche ok.<br/>(Avis d'origine)<br/>The hotel is themed well, good breakfast buffet. Bedrooms are basic no coffee or tea facilities, shower ok .",,,,,22
770,Lydie Ouzouf,5,il y a 4 mois ,08/2022,,,,,,22
771,Esther T M,4,il y a 4 mois ,08/2022,"(Traduit par Google) Chambres correctes, hôtel en général pouvant être amélioré dans l'organisation<br/>(Avis d'origine)<br/>Habitaciones correctas, hotel en gral mejorable en organizacion",,,,,22
772,F molina,5,il y a 4 mois ,08/2022,,,,,,22
773,Madeline Black,4,il y a 4 mois ,08/2022,,,,,,22
774,Pierre Detrez,3,il y a 4 mois ,08/2022,Très bel hôtel.<br/>Chambre bien décorée mais fort petite avec 2 enfants.<br/>Salle de bain trop petite également.<br/>Le repas au buffet est très varié et très bon.<br/>Le seul problème est de devoir faire la file pendant  30 minutes le matin pour pouvoir aller déjeuner., Vacances · Famille ,4,4,4,22
775,Victor Maria Gonzalez Muñoz,5,il y a 4 mois ,08/2022,,,,,,22
